0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
12000 <= x < 12030; y400 = -0.0001 + -0.0058x + 0.1917x^2 + 87.0000x^3; cubic_spline_interpolation
12030 <= x < 12060; y401 = 0.0005 + -0.0142x + -0.6750x^2 + 85.0000x^3; cubic_spline_interpolation
12060 <= x < 12090; y402 = -0.0007 + 0.0325x + 0.3500x^2 + 66.0000x^3; cubic_spline_interpolation
12090 <= x < 12120; y403 = 0.0007 + -0.0333x + -0.3167x^2 + 86.0000x^3; cubic_spline_interpolation
12120 <= x < 12150; y404 = -0.0007 + 0.0317x + 0.2750x^2 + 66.0000x^3; cubic_spline_interpolation
12150 <= x < 12180; y405 = 0.0006 + -0.0308x + -0.2917x^2 + 84.0000x^3; cubic_spline_interpolation
12180 <= x < 12210; y406 = -0.0006 + 0.0275x + 0.1500x^2 + 65.0000x^3; cubic_spline_interpolation
12210 <= x < 12240; y407 = 0.0004 + -0.0233x + -0.1417x^2 + 79.0000x^3; cubic_spline_interpolation
12240 <= x < 12270; y408 = -0.0000 + 0.0142x + -0.2833x^2 + 65.0000x^3; cubic_spline_interpolation
12270 <= x < 12300; y409 = -0.0004 + 0.0100x + 0.5667x^2 + 68.0000x^3; cubic_spline_interpolation
12300 <= x < 12330; y410 = 0.0006 + -0.0267x + -0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
12330 <= x < 12360; y411 = -0.0006 + 0.0283x + 0.2583x^2 + 66.0000x^3; cubic_spline_interpolation
12360 <= x < 12390; y412 = 0.0006 + -0.0258x + -0.1917x^2 + 83.0000x^3; cubic_spline_interpolation
12390 <= x < 12420; y413 = -0.0004 + 0.0242x + 0.1667x^2 + 69.0000x^3; cubic_spline_interpolation
12420 <= x < 12450; y414 = 0.0001 + -0.0150x + 0.3000x^2 + 84.0000x^3; cubic_spline_interpolation
12450 <= x < 12480; y415 = 0.0004 + -0.0100x + -0.5750x^2 + 81.0000x^3; cubic_spline_interpolation
12480 <= x < 12510; y416 = -0.0006 + 0.0275x + 0.3500x^2 + 66.0000x^3; cubic_spline_interpolation
12510 <= x < 12540; y417 = 0.0005 + -0.0300x + -0.1750x^2 + 84.0000x^3; cubic_spline_interpolation
12540 <= x < 12570; y418 = -0.0001 + 0.0175x + -0.3417x^2 + 66.0000x^3; cubic_spline_interpolation
12570 <= x < 12600; y419 = -0.0002 + 0.0092x + 0.4000x^2 + 69.0000x^3; cubic_spline_interpolation
12600 <= x < 12630; y420 = 0.0002 + -0.0117x + 0.2083x^2 + 83.0000x^3; cubic_spline_interpolation
12630 <= x < 12660; y421 = -0.0002 + 0.0025x + 0.2333x^2 + 83.0000x^3; cubic_spline_interpolation
12660 <= x < 12690; y422 = 0.0005 + -0.0183x + -0.5667x^2 + 86.0000x^3; cubic_spline_interpolation
12690 <= x < 12720; y423 = -0.0006 + 0.0300x + 0.2417x^2 + 67.0000x^3; cubic_spline_interpolation
12720 <= x < 12750; y424 = 0.0006 + -0.0275x + -0.2417x^2 + 84.0000x^3; cubic_spline_interpolation
12750 <= x < 12780; y425 = -0.0006 + 0.0258x + 0.2417x^2 + 68.0000x^3; cubic_spline_interpolation
12780 <= x < 12810; y426 = 0.0006 + -0.0258x + -0.3000x^2 + 83.0000x^3; cubic_spline_interpolation
12810 <= x < 12840; y427 = -0.0006 + 0.0283x + 0.3250x^2 + 67.0000x^3; cubic_spline_interpolation
12840 <= x < 12870; y428 = 0.0006 + -0.0292x + -0.2583x^2 + 85.0000x^3; cubic_spline_interpolation
12870 <= x < 12900; y429 = -0.0006 + 0.0275x + 0.2417x^2 + 68.0000x^3; cubic_spline_interpolation
12900 <= x < 12930; y430 = 0.0006 + -0.0258x + -0.2250x^2 + 84.0000x^3; cubic_spline_interpolation
12930 <= x < 12960; y431 = -0.0006 + 0.0242x + 0.2500x^2 + 69.0000x^3; cubic_spline_interpolation
12960 <= x < 12990; y432 = 0.0006 + -0.0267x + -0.3833x^2 + 83.0000x^3; cubic_spline_interpolation
12990 <= x < 13020; y433 = -0.0007 + 0.0317x + 0.3333x^2 + 65.0000x^3; cubic_spline_interpolation
13020 <= x < 13050; y434 = 0.0006 + -0.0300x + -0.2000x^2 + 85.0000x^3; cubic_spline_interpolation
13050 <= x < 13080; y435 = -0.0005 + 0.0267x + 0.1750x^2 + 69.0000x^3; cubic_spline_interpolation
13080 <= x < 13110; y436 = 0.0003 + -0.0175x + 0.1167x^2 + 85.0000x^3; cubic_spline_interpolation
13110 <= x < 13140; y437 = -0.0002 + 0.0067x + 0.1000x^2 + 80.0000x^3; cubic_spline_interpolation
13140 <= x < 13170; y438 = 0.0004 + -0.0133x + -0.4000x^2 + 83.0000x^3; cubic_spline_interpolation
13170 <= x < 13200; y439 = -0.0004 + 0.0233x + 0.1833x^2 + 70.0000x^3; cubic_spline_interpolation
13200 <= x < 13230; y440 = 0.0002 + -0.0150x + 0.1500x^2 + 85.0000x^3; cubic_spline_interpolation
13230 <= x < 13260; y441 = -0.0001 + 0.0050x + 0.0833x^2 + 82.0000x^3; cubic_spline_interpolation
13260 <= x < 13290; y442 = 0.0002 + -0.0083x + -0.1917x^2 + 85.0000x^3; cubic_spline_interpolation
13290 <= x < 13320; y443 = -0.0003 + 0.0125x + 0.1417x^2 + 78.0000x^3; cubic_spline_interpolation
13320 <= x < 13350; y444 = 0.0003 + -0.0125x + -0.0917x^2 + 86.0000x^3; cubic_spline_interpolation
13350 <= x < 13380; y445 = -0.0003 + 0.0108x + 0.1833x^2 + 79.0000x^3; cubic_spline_interpolation
13380 <= x < 13410; y446 = 0.0003 + -0.0200x + -0.2583x^2 + 85.0000x^3; cubic_spline_interpolation
13410 <= x < 13440; y447 = 0.0003 + 0.0058x + -0.8167x^2 + 67.0000x^3; cubic_spline_interpolation
13440 <= x < 13470; y448 = -0.0008 + 0.0333x + 0.7000x^2 + 56.0000x^3; cubic_spline_interpolation
13470 <= x < 13500; y449 = 0.0008 + -0.0400x + -0.1667x^2 + 85.0000x^3; cubic_spline_interpolation
13500 <= x < 13530; y450 = -0.0008 + 0.0333x + 0.3750x^2 + 66.0000x^3; cubic_spline_interpolation
13530 <= x < 13560; y451 = 0.0007 + -0.0342x + -0.3000x^2 + 87.0000x^3; cubic_spline_interpolation
13560 <= x < 13590; y452 = -0.0007 + 0.0317x + 0.2833x^2 + 67.0000x^3; cubic_spline_interpolation
13590 <= x < 13620; y453 = 0.0007 + -0.0317x + -0.3667x^2 + 85.0000x^3; cubic_spline_interpolation
13620 <= x < 13650; y454 = -0.0007 + 0.0333x + 0.3333x^2 + 65.0000x^3; cubic_spline_interpolation
13650 <= x < 13680; y455 = 0.0006 + -0.0333x + -0.2083x^2 + 85.0000x^3; cubic_spline_interpolation
13680 <= x < 13710; y456 = -0.0005 + 0.0208x + -0.0333x^2 + 65.0000x^3; cubic_spline_interpolation
13710 <= x < 13740; y457 = 0.0002 + -0.0217x + -0.2500x^2 + 70.0000x^3; cubic_spline_interpolation
13740 <= x < 13770; y458 = 0.0007 + -0.0017x + -1.3333x^2 + 49.0000x^3; cubic_spline_interpolation
13770 <= x < 13800; y459 = -0.0011 + 0.0600x + 0.7833x^2 + 26.0000x^3; cubic_spline_interpolation
13800 <= x < 13830; y460 = 0.0002 + -0.0350x + 1.1333x^2 + 75.0000x^3; cubic_spline_interpolation
13830 <= x < 13860; y461 = 0.0005 + -0.0200x + -0.4583x^2 + 82.0000x^3; cubic_spline_interpolation
13860 <= x < 13890; y462 = -0.0007 + 0.0292x + 0.3250x^2 + 65.0000x^3; cubic_spline_interpolation
13890 <= x < 13920; y463 = 0.0007 + -0.0308x + -0.3333x^2 + 83.0000x^3; cubic_spline_interpolation
13920 <= x < 13950; y464 = -0.0007 + 0.0317x + 0.3167x^2 + 64.0000x^3; cubic_spline_interpolation
13950 <= x < 13980; y465 = 0.0007 + -0.0317x + -0.3333x^2 + 83.0000x^3; cubic_spline_interpolation
13980 <= x < 14010; y466 = -0.0007 + 0.0333x + 0.3667x^2 + 64.0000x^3; cubic_spline_interpolation
14010 <= x < 14040; y467 = 0.0007 + -0.0333x + -0.2583x^2 + 85.0000x^3; cubic_spline_interpolation
14040 <= x < 14070; y468 = -0.0006 + 0.0292x + 0.2250x^2 + 66.0000x^3; cubic_spline_interpolation
14070 <= x < 14100; y469 = 0.0006 + -0.0275x + -0.3250x^2 + 82.0000x^3; cubic_spline_interpolation
14100 <= x < 14130; y470 = -0.0007 + 0.0308x + 0.3833x^2 + 65.0000x^3; cubic_spline_interpolation
14130 <= x < 14160; y471 = 0.0006 + -0.0333x + -0.1917x^2 + 85.0000x^3; cubic_spline_interpolation
14160 <= x < 14190; y472 = -0.0001 + 0.0192x + -0.3917x^2 + 65.0000x^3; cubic_spline_interpolation
14190 <= x < 14220; y473 = -0.0004 + 0.0108x + 0.5833x^2 + 68.0000x^3; cubic_spline_interpolation
14220 <= x < 14250; y474 = 0.0006 + -0.0267x + -0.2833x^2 + 84.0000x^3; cubic_spline_interpolation
14250 <= x < 14280; y475 = -0.0006 + 0.0283x + 0.3333x^2 + 68.0000x^3; cubic_spline_interpolation
14280 <= x < 14310; y476 = 0.0006 + -0.0300x + -0.2833x^2 + 86.0000x^3; cubic_spline_interpolation
14310 <= x < 14340; y477 = -0.0006 + 0.0283x + 0.2417x^2 + 68.0000x^3; cubic_spline_interpolation
14340 <= x < 14370; y478 = 0.0007 + -0.0275x + -0.3333x^2 + 84.0000x^3; cubic_spline_interpolation
14370 <= x < 14400; y479 = -0.0006 + 0.0317x + 0.2500x^2 + 67.0000x^3; cubic_spline_interpolation
14400 <= x < 14430; y480 = 0.0000 + -0.0183x + 0.5000x^2 + 88.0000x^3; cubic_spline_interpolation
14430 <= x < 14460; y481 = 0.0006 + -0.0167x + -0.7000x^2 + 87.0000x^3; cubic_spline_interpolation
14460 <= x < 14490; y482 = -0.0007 + 0.0333x + 0.2583x^2 + 66.0000x^3; cubic_spline_interpolation
14490 <= x < 14520; y483 = 0.0006 + -0.0292x + -0.1917x^2 + 85.0000x^3; cubic_spline_interpolation
14520 <= x < 14550; y484 = -0.0005 + 0.0242x + 0.1583x^2 + 69.0000x^3; cubic_spline_interpolation
14550 <= x < 14580; y485 = 0.0004 + -0.0208x + -0.1750x^2 + 82.0000x^3; cubic_spline_interpolation
14580 <= x < 14610; y486 = -0.0005 + 0.0192x + 0.2083x^2 + 70.0000x^3; cubic_spline_interpolation
14610 <= x < 14640; y487 = 0.0006 + -0.0225x + -0.3583x^2 + 81.0000x^3; cubic_spline_interpolation
14640 <= x < 14670; y488 = -0.0006 + 0.0275x + 0.3250x^2 + 65.0000x^3; cubic_spline_interpolation
14670 <= x < 14700; y489 = 0.0007 + -0.0308x + -0.4083x^2 + 82.0000x^3; cubic_spline_interpolation
14700 <= x < 14730; y490 = -0.0008 + 0.0358x + 0.4000x^2 + 62.0000x^3; cubic_spline_interpolation
14730 <= x < 14760; y491 = 0.0007 + -0.0350x + -0.2417x^2 + 85.0000x^3; cubic_spline_interpolation
14760 <= x < 14790; y492 = -0.0005 + 0.0308x + 0.1167x^2 + 66.0000x^3; cubic_spline_interpolation
14790 <= x < 14820; y493 = 0.0000 + -0.0133x + 0.4583x^2 + 84.0000x^3; cubic_spline_interpolation
14820 <= x < 14850; y494 = 0.0004 + -0.0125x + -0.4000x^2 + 86.0000x^3; cubic_spline_interpolation
14850 <= x < 14880; y495 = -0.0004 + 0.0217x + 0.1583x^2 + 73.0000x^3; cubic_spline_interpolation
14880 <= x < 14910; y496 = 0.0003 + -0.0158x + 0.0167x^2 + 86.0000x^3; cubic_spline_interpolation
14910 <= x < 14940; y497 = -0.0002 + 0.0100x + 0.1000x^2 + 80.0000x^3; cubic_spline_interpolation
14940 <= x < 14970; y498 = 0.0000 + -0.0100x + 0.0583x^2 + 86.0000x^3; cubic_spline_interpolation
14970 <= x < 15000; y499 = 0.0002 + -0.0058x + -0.4333x^2 + 80.0000x^3; cubic_spline_interpolation
15000 <= x < 15030; y500 = 0.0000 + 0.0117x + -0.3167x^2 + 67.0000x^3; cubic_spline_interpolation
15030 <= x < 15060; y501 = -0.0004 + 0.0117x + 0.5000x^2 + 68.0000x^3; cubic_spline_interpolation
15060 <= x < 15090; y502 = 0.0005 + -0.0233x + -0.1917x^2 + 83.0000x^3; cubic_spline_interpolation
15090 <= x < 15120; y503 = -0.0004 + 0.0225x + 0.1250x^2 + 70.0000x^3; cubic_spline_interpolation
15120 <= x < 15150; y504 = 0.0001 + -0.0108x + 0.2500x^2 + 84.0000x^3; cubic_spline_interpolation
15150 <= x < 15180; y505 = -0.0000 + 0.0000x + 0.0417x^2 + 85.0000x^3; cubic_spline_interpolation
15180 <= x < 15210; y506 = -0.0001 + -0.0008x + 0.1583x^2 + 86.0000x^3; cubic_spline_interpolation
15210 <= x < 15240; y507 = 0.0005 + -0.0142x + -0.5667x^2 + 86.0000x^3; cubic_spline_interpolation
15240 <= x < 15270; y508 = -0.0006 + 0.0283x + 0.2250x^2 + 69.0000x^3; cubic_spline_interpolation
15270 <= x < 15300; y509 = 0.0004 + -0.0225x + -0.0250x^2 + 86.0000x^3; cubic_spline_interpolation
15300 <= x < 15330; y510 = -0.0003 + 0.0142x + 0.1000x^2 + 76.0000x^3; cubic_spline_interpolation
15330 <= x < 15360; y511 = 0.0004 + -0.0150x + -0.2750x^2 + 83.0000x^3; cubic_spline_interpolation
15360 <= x < 15390; y512 = -0.0006 + 0.0208x + 0.3417x^2 + 72.0000x^3; cubic_spline_interpolation
15390 <= x < 15420; y513 = 0.0007 + -0.0292x + -0.4583x^2 + 86.0000x^3; cubic_spline_interpolation
15420 <= x < 15450; y514 = -0.0007 + 0.0342x + 0.3083x^2 + 65.0000x^3; cubic_spline_interpolation
15450 <= x < 15480; y515 = 0.0005 + -0.0325x + -0.1417x^2 + 85.0000x^3; cubic_spline_interpolation
15480 <= x < 15510; y516 = -0.0002 + 0.0158x + -0.3167x^2 + 66.0000x^3; cubic_spline_interpolation
15510 <= x < 15540; y517 = 0.0001 + 0.0000x + -0.1333x^2 + 66.0000x^3; cubic_spline_interpolation
15540 <= x < 15570; y518 = -0.0003 + 0.0133x + 0.4000x^2 + 66.0000x^3; cubic_spline_interpolation
15570 <= x < 15600; y519 = 0.0001 + -0.0133x + 0.3000x^2 + 82.0000x^3; cubic_spline_interpolation
15600 <= x < 15630; y520 = 0.0001 + -0.0033x + -0.1583x^2 + 82.0000x^3; cubic_spline_interpolation
15630 <= x < 15660; y521 = -0.0002 + 0.0092x + 0.1250x^2 + 78.0000x^3; cubic_spline_interpolation
15660 <= x < 15690; y522 = 0.0001 + -0.0075x + 0.0333x^2 + 85.0000x^3; cubic_spline_interpolation
15690 <= x < 15720; y523 = -0.0001 + 0.0050x + 0.1000x^2 + 83.0000x^3; cubic_spline_interpolation
15720 <= x < 15750; y524 = -0.0001 + -0.0067x + 0.1167x^2 + 87.0000x^3; cubic_spline_interpolation
15750 <= x < 15780; y525 = 0.0005 + -0.0117x + -0.6833x^2 + 83.0000x^3; cubic_spline_interpolation
15780 <= x < 15810; y526 = -0.0007 + 0.0317x + 0.3667x^2 + 65.0000x^3; cubic_spline_interpolation
15810 <= x < 15840; y527 = 0.0007 + -0.0333x + -0.3333x^2 + 85.0000x^3; cubic_spline_interpolation
15840 <= x < 15870; y528 = -0.0005 + 0.0333x + 0.1583x^2 + 65.0000x^3; cubic_spline_interpolation
15870 <= x < 15900; y529 = 0.0002 + -0.0158x + 0.3667x^2 + 85.0000x^3; cubic_spline_interpolation
15900 <= x < 15930; y530 = -0.0002 + -0.0017x + 0.1583x^2 + 86.0000x^3; cubic_spline_interpolation
15930 <= x < 15960; y531 = 0.0006 + -0.0158x + -0.6917x^2 + 85.0000x^3; cubic_spline_interpolation
15960 <= x < 15990; y532 = -0.0008 + 0.0342x + 0.3667x^2 + 65.0000x^3; cubic_spline_interpolation
15990 <= x < 16020; y533 = 0.0008 + -0.0350x + -0.3333x^2 + 86.0000x^3; cubic_spline_interpolation
16020 <= x < 16050; y534 = -0.0009 + 0.0333x + 0.4000x^2 + 65.0000x^3; cubic_spline_interpolation
16050 <= x < 16080; y535 = 0.0006 + -0.0433x + -0.3083x^2 + 84.0000x^3; cubic_spline_interpolation
16080 <= x < 16110; y536 = 0.0005 + 0.0075x + -1.5167x^2 + 51.0000x^3; cubic_spline_interpolation
16110 <= x < 16140; y537 = -0.0009 + 0.0567x + 0.6167x^2 + 27.0000x^3; cubic_spline_interpolation
16140 <= x < 16170; y538 = 0.0003 + -0.0283x + 0.9500x^2 + 71.0000x^3; cubic_spline_interpolation
16170 <= x < 16200; y539 = -0.0002 + -0.0050x + 0.4417x^2 + 81.0000x^3; cubic_spline_interpolation
16200 <= x < 16230; y540 = 0.0006 + -0.0208x + -0.6083x^2 + 85.0000x^3; cubic_spline_interpolation
16230 <= x < 16260; y541 = -0.0007 + 0.0325x + 0.2417x^2 + 64.0000x^3; cubic_spline_interpolation
16260 <= x < 16290; y542 = 0.0006 + -0.0292x + -0.2750x^2 + 82.0000x^3; cubic_spline_interpolation
16290 <= x < 16320; y543 = -0.0006 + 0.0292x + 0.3083x^2 + 65.0000x^3; cubic_spline_interpolation
16320 <= x < 16350; y544 = 0.0006 + -0.0292x + -0.2500x^2 + 83.0000x^3; cubic_spline_interpolation
16350 <= x < 16380; y545 = -0.0006 + 0.0267x + 0.2167x^2 + 66.0000x^3; cubic_spline_interpolation
16380 <= x < 16410; y546 = 0.0006 + -0.0250x + -0.2833x^2 + 81.0000x^3; cubic_spline_interpolation
16410 <= x < 16440; y547 = -0.0007 + 0.0283x + 0.3833x^2 + 66.0000x^3; cubic_spline_interpolation
16440 <= x < 16470; y548 = 0.0007 + -0.0317x + -0.3083x^2 + 85.0000x^3; cubic_spline_interpolation
16470 <= x < 16500; y549 = -0.0007 + 0.0308x + 0.2833x^2 + 66.0000x^3; cubic_spline_interpolation
16500 <= x < 16530; y550 = 0.0006 + -0.0300x + -0.2750x^2 + 84.0000x^3; cubic_spline_interpolation
16530 <= x < 16560; y551 = -0.0006 + 0.0275x + 0.2000x^2 + 66.0000x^3; cubic_spline_interpolation
16560 <= x < 16590; y552 = 0.0006 + -0.0250x + -0.2750x^2 + 81.0000x^3; cubic_spline_interpolation
16590 <= x < 16620; y553 = -0.0006 + 0.0275x + 0.3500x^2 + 66.0000x^3; cubic_spline_interpolation
16620 <= x < 16650; y554 = 0.0007 + -0.0300x + -0.3083x^2 + 84.0000x^3; cubic_spline_interpolation
16650 <= x < 16680; y555 = -0.0007 + 0.0308x + 0.3250x^2 + 66.0000x^3; cubic_spline_interpolation
16680 <= x < 16710; y556 = 0.0006 + -0.0308x + -0.2417x^2 + 85.0000x^3; cubic_spline_interpolation
16710 <= x < 16740; y557 = -0.0005 + 0.0258x + 0.1333x^2 + 67.0000x^3; cubic_spline_interpolation
16740 <= x < 16770; y558 = 0.0005 + -0.0217x + -0.2500x^2 + 80.0000x^3; cubic_spline_interpolation
16770 <= x < 16800; y559 = -0.0006 + 0.0250x + 0.3583x^2 + 67.0000x^3; cubic_spline_interpolation
16800 <= x < 16830; y560 = 0.0007 + -0.0292x + -0.3167x^2 + 84.0000x^3; cubic_spline_interpolation
16830 <= x < 16860; y561 = -0.0007 + 0.0300x + 0.3083x^2 + 66.0000x^3; cubic_spline_interpolation
16860 <= x < 16890; y562 = 0.0007 + -0.0308x + -0.3167x^2 + 84.0000x^3; cubic_spline_interpolation
16890 <= x < 16920; y563 = -0.0006 + 0.0300x + 0.2333x^2 + 65.0000x^3; cubic_spline_interpolation
16920 <= x < 16950; y564 = 0.0006 + -0.0267x + -0.2417x^2 + 82.0000x^3; cubic_spline_interpolation
16950 <= x < 16980; y565 = -0.0006 + 0.0275x + 0.3500x^2 + 67.0000x^3; cubic_spline_interpolation
16980 <= x < 17010; y566 = 0.0007 + -0.0300x + -0.2917x^2 + 85.0000x^3; cubic_spline_interpolation
17010 <= x < 17040; y567 = -0.0006 + 0.0292x + 0.2667x^2 + 67.0000x^3; cubic_spline_interpolation
17040 <= x < 17070; y568 = 0.0006 + -0.0283x + -0.2667x^2 + 84.0000x^3; cubic_spline_interpolation
17070 <= x < 17100; y569 = -0.0004 + 0.0267x + 0.0667x^2 + 67.0000x^3; cubic_spline_interpolation
17100 <= x < 17130; y570 = -0.0001 + -0.0100x + 0.4917x^2 + 82.0000x^3; cubic_spline_interpolation
17130 <= x < 17160; y571 = 0.0006 + -0.0192x + -0.6250x^2 + 85.0000x^3; cubic_spline_interpolation
17160 <= x < 17190; y572 = -0.0008 + 0.0342x + 0.3750x^2 + 65.0000x^3; cubic_spline_interpolation
17190 <= x < 17220; y573 = 0.0008 + -0.0358x + -0.3417x^2 + 86.0000x^3; cubic_spline_interpolation
17220 <= x < 17250; y574 = -0.0007 + 0.0325x + 0.2000x^2 + 64.0000x^3; cubic_spline_interpolation
17250 <= x < 17280; y575 = 0.0007 + -0.0283x + -0.3167x^2 + 81.0000x^3; cubic_spline_interpolation
17280 <= x < 17310; y576 = -0.0006 + 0.0317x + 0.2500x^2 + 64.0000x^3; cubic_spline_interpolation
17310 <= x < 17340; y577 = 0.0001 + -0.0183x + 0.4667x^2 + 85.0000x^3; cubic_spline_interpolation
17340 <= x < 17370; y578 = 0.0004 + -0.0133x + -0.5583x^2 + 84.0000x^3; cubic_spline_interpolation
17370 <= x < 17400; y579 = -0.0006 + 0.0258x + 0.2167x^2 + 67.0000x^3; cubic_spline_interpolation
17400 <= x < 17430; y580 = 0.0006 + -0.0267x + -0.3167x^2 + 81.0000x^3; cubic_spline_interpolation
17430 <= x < 17460; y581 = -0.0005 + 0.0250x + 0.0667x^2 + 63.0000x^3; cubic_spline_interpolation
17460 <= x < 17490; y582 = 0.0004 + -0.0167x + -0.1333x^2 + 75.0000x^3; cubic_spline_interpolation
17490 <= x < 17520; y583 = -0.0005 + 0.0200x + 0.3917x^2 + 67.0000x^3; cubic_spline_interpolation
17520 <= x < 17550; y584 = 0.0006 + -0.0258x + -0.2500x^2 + 83.0000x^3; cubic_spline_interpolation
17550 <= x < 17580; y585 = -0.0006 + 0.0267x + 0.3250x^2 + 68.0000x^3; cubic_spline_interpolation
17580 <= x < 17610; y586 = 0.0006 + -0.0292x + -0.3083x^2 + 85.0000x^3; cubic_spline_interpolation
17610 <= x < 17640; y587 = -0.0006 + 0.0292x + 0.2583x^2 + 67.0000x^3; cubic_spline_interpolation
17640 <= x < 17670; y588 = 0.0004 + -0.0275x + -0.0917x^2 + 84.0000x^3; cubic_spline_interpolation
17670 <= x < 17700; y589 = 0.0001 + 0.0108x + -0.5083x^2 + 68.0000x^3; cubic_spline_interpolation
17700 <= x < 17730; y590 = -0.0006 + 0.0192x + 0.6167x^2 + 65.0000x^3; cubic_spline_interpolation
17730 <= x < 17760; y591 = 0.0007 + -0.0333x + -0.3333x^2 + 85.0000x^3; cubic_spline_interpolation
17760 <= x < 17790; y592 = -0.0007 + 0.0333x + 0.3333x^2 + 65.0000x^3; cubic_spline_interpolation
17790 <= x < 17820; y593 = 0.0007 + -0.0333x + -0.3250x^2 + 85.0000x^3; cubic_spline_interpolation
17820 <= x < 17850; y594 = -0.0007 + 0.0325x + 0.3083x^2 + 65.0000x^3; cubic_spline_interpolation
17850 <= x < 17880; y595 = 0.0007 + -0.0325x + -0.3667x^2 + 84.0000x^3; cubic_spline_interpolation
17880 <= x < 17910; y596 = -0.0008 + 0.0350x + 0.3917x^2 + 64.0000x^3; cubic_spline_interpolation
17910 <= x < 17940; y597 = 0.0008 + -0.0358x + -0.3083x^2 + 86.0000x^3; cubic_spline_interpolation
17940 <= x < 17970; y598 = -0.0007 + 0.0325x + 0.2500x^2 + 65.0000x^3; cubic_spline_interpolation
17970 <= x < 18000; y599 = 0.0007 + -0.0300x + -0.3000x^2 + 83.0000x^3; cubic_spline_interpolation
18000 <= x < 18030; y600 = -0.0007 + 0.0300x + 0.3083x^2 + 65.0000x^3; cubic_spline_interpolation
18030 <= x < 18060; y601 = 0.0007 + -0.0308x + -0.3500x^2 + 83.0000x^3; cubic_spline_interpolation
18060 <= x < 18090; y602 = -0.0008 + 0.0333x + 0.3750x^2 + 64.0000x^3; cubic_spline_interpolation
18090 <= x < 18120; y603 = 0.0008 + -0.0342x + -0.3167x^2 + 85.0000x^3; cubic_spline_interpolation
18120 <= x < 18150; y604 = -0.0008 + 0.0333x + 0.3417x^2 + 65.0000x^3; cubic_spline_interpolation
18150 <= x < 18180; y605 = 0.0008 + -0.0342x + -0.3667x^2 + 85.0000x^3; cubic_spline_interpolation
18180 <= x < 18210; y606 = -0.0008 + 0.0350x + 0.3417x^2 + 64.0000x^3; cubic_spline_interpolation
18210 <= x < 18240; y607 = 0.0007 + -0.0342x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
18240 <= x < 18270; y608 = -0.0007 + 0.0317x + 0.2667x^2 + 65.0000x^3; cubic_spline_interpolation
18270 <= x < 18300; y609 = 0.0007 + -0.0300x + -0.2917x^2 + 83.0000x^3; cubic_spline_interpolation
18300 <= x < 18330; y610 = -0.0006 + 0.0292x + 0.2583x^2 + 65.0000x^3; cubic_spline_interpolation
18330 <= x < 18360; y611 = 0.0006 + -0.0275x + -0.2750x^2 + 82.0000x^3; cubic_spline_interpolation
18360 <= x < 18390; y612 = -0.0006 + 0.0292x + 0.2750x^2 + 66.0000x^3; cubic_spline_interpolation
18390 <= x < 18420; y613 = -0.0001 + -0.0225x + 0.5417x^2 + 85.0000x^3; cubic_spline_interpolation
18420 <= x < 18450; y614 = 0.0009 + -0.0358x + -1.3917x^2 + 77.0000x^3; cubic_spline_interpolation
18450 <= x < 18480; y615 = 0.0001 + 0.0408x + -1.3917x^2 + 26.0000x^3; cubic_spline_interpolation
18480 <= x < 18510; y616 = -0.0013 + 0.0508x + 1.6083x^2 + 24.0000x^3; cubic_spline_interpolation
18510 <= x < 18540; y617 = 0.0011 + -0.0658x + 0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
18540 <= x < 18570; y618 = -0.0007 + 0.0333x + 0.3250x^2 + 63.0000x^3; cubic_spline_interpolation
18570 <= x < 18600; y619 = 0.0007 + -0.0325x + -0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
18600 <= x < 18630; y620 = -0.0008 + 0.0333x + 0.3833x^2 + 64.0000x^3; cubic_spline_interpolation
18630 <= x < 18660; y621 = 0.0008 + -0.0350x + -0.3333x^2 + 85.0000x^3; cubic_spline_interpolation
18660 <= x < 18690; y622 = -0.0007 + 0.0333x + 0.2833x^2 + 64.0000x^3; cubic_spline_interpolation
18690 <= x < 18720; y623 = 0.0007 + -0.0317x + -0.3250x^2 + 83.0000x^3; cubic_spline_interpolation
18720 <= x < 18750; y624 = -0.0007 + 0.0325x + 0.3417x^2 + 64.0000x^3; cubic_spline_interpolation
18750 <= x < 18780; y625 = 0.0007 + -0.0325x + -0.2667x^2 + 84.0000x^3; cubic_spline_interpolation
18780 <= x < 18810; y626 = -0.0004 + 0.0283x + 0.0167x^2 + 65.0000x^3; cubic_spline_interpolation
18810 <= x < 18840; y627 = 0.0000 + -0.0083x + 0.3917x^2 + 80.0000x^3; cubic_spline_interpolation
18840 <= x < 18870; y628 = 0.0001 + -0.0058x + 0.0417x^2 + 85.0000x^3; cubic_spline_interpolation
